"","Date_Time","Rainfall_mm","Throughfall_mm"
"1","2015-11-30 18:33:00",0,0.02
"2","2015-11-30 18:34:00",0.254,0.08
"3","2015-11-30 18:35:00",0.508,0.12
"4","2015-11-30 18:36:00",0.254,0.1
"5","2015-11-30 18:37:00",0.254,0.12
"6","2015-11-30 18:38:00",0.254,0.14
"7","2015-11-30 18:39:00",0.254,0.16
"8","2015-11-30 18:40:00",0.254,0.1
"9","2015-11-30 18:41:00",0.254,0.06
"10","2015-11-30 18:42:00",0,0.02
"11","2015-11-30 18:43:00",0,0.02
"12","2015-11-30 18:44:00",0,0.04
"13","2015-11-30 18:45:00",0,0.28
"14","2015-11-30 18:46:00",0.508,0.32
"15","2015-11-30 18:47:00",0.254,0.18
"16","2015-11-30 18:48:00",0.508,0.16
"17","2015-11-30 18:49:00",0,0.04
"18","2015-11-30 18:50:00",0,0.1
"19","2015-11-30 18:51:00",0,0.04
"20","2015-11-30 18:52:00",0.254,0
"21","2015-11-30 18:53:00",0,0.04
"22","2015-11-30 18:54:00",0,0.04
"23","2015-11-30 18:55:00",0,0.04
"24","2015-11-30 18:56:00",0,0
"25","2015-11-30 18:57:00",0.254,0.04
"26","2015-11-30 18:58:00",0,0.02
"27","2015-11-30 18:59:00",0,0.02
"28","2015-11-30 19:00:00",0,0.04
"29","2015-11-30 19:01:00",0,0
"30","2015-11-30 19:02:00",0,0
"31","2015-11-30 19:03:00",0,0
"32","2015-11-30 19:04:00",0,0
"33","2015-11-30 19:05:00",0,0.04
"34","2015-11-30 19:06:00",0,0
"35","2015-11-30 19:07:00",0,0
"36","2015-11-30 19:08:00",0,0
"37","2015-11-30 19:09:00",0,0
"38","2015-11-30 19:10:00",0,0.02
"39","2015-11-30 19:11:00",0,0
"40","2015-11-30 19:12:00",0,0.02
"41","2015-11-30 19:13:00",0,0
"42","2015-11-30 19:14:00",0,0
"43","2015-11-30 19:15:00",0,0
"44","2015-11-30 19:16:00",0,0.02
"45","2015-11-30 19:17:00",0,0
"46","2015-11-30 19:18:00",0,0
"47","2015-11-30 19:19:00",0,0
"48","2015-11-30 19:20:00",0,0
"49","2015-11-30 19:21:00",0,0
"50","2015-11-30 19:22:00",0,0
"51","2015-11-30 19:23:00",0,0
"52","2015-11-30 19:24:00",0,0
"53","2015-11-30 19:25:00",0,0
"54","2015-11-30 19:26:00",0,0
"55","2015-11-30 19:27:00",0,0
"56","2015-11-30 19:28:00",0,0
"57","2015-11-30 19:29:00",0,0
"58","2015-11-30 19:30:00",0,0
"59","2015-11-30 19:31:00",0,0
"60","2015-11-30 19:32:00",0,0
"61","2015-11-30 19:33:00",0,0
"62","2015-11-30 19:34:00",0,0
"63","2015-11-30 19:35:00",0,0
"64","2015-11-30 19:36:00",0,0
"65","2015-11-30 19:37:00",0,0
"66","2015-11-30 19:38:00",0,0.02
"67","2015-11-30 19:39:00",0,0.02
"68","2015-11-30 19:40:00",0,0
"69","2015-11-30 19:41:00",0,0
"70","2015-11-30 19:42:00",0,0
"71","2015-11-30 19:43:00",0,0
"72","2015-11-30 19:44:00",0,0
"73","2015-11-30 19:45:00",0,0
"74","2015-11-30 19:46:00",0,0
"75","2015-11-30 19:47:00",0,0.02
"76","2015-11-30 19:48:00",0,0
"77","2015-11-30 19:49:00",0,0
"78","2015-11-30 19:50:00",0,0
"79","2015-11-30 19:51:00",0,0
"80","2015-11-30 19:52:00",0,0
"81","2015-11-30 19:53:00",0,0
"82","2015-11-30 19:54:00",0,0
"83","2015-11-30 19:55:00",0,0
"84","2015-11-30 19:56:00",0,0
"85","2015-11-30 19:57:00",0,0
"86","2015-11-30 19:58:00",0,0
"87","2015-11-30 19:59:00",0,0
"88","2015-11-30 20:00:00",0,0
"89","2015-11-30 20:01:00",0,0
"90","2015-11-30 20:02:00",0,0
"91","2015-11-30 20:03:00",0,0
"92","2015-11-30 20:04:00",0,0
"93","2015-11-30 20:05:00",0,0
"94","2015-11-30 20:06:00",0,0
"95","2015-11-30 20:07:00",0,0
