"","Date_Time","Rainfall_mm","Throughfall_mm"
"1","2016-01-15 23:54:00",0,0
"2","2016-01-15 23:55:00",0.254,0
"3","2016-01-15 23:56:00",0,0
"4","2016-01-15 23:57:00",0,0
"5","2016-01-15 23:58:00",0,0
"6","2016-01-15 23:59:00",0,0
"7","2016-01-16 00:00:00",0,0
"8","2016-01-16 00:01:00",0,0
"9","2016-01-16 00:02:00",0,0
"10","2016-01-16 00:03:00",0.254,0.02
"11","2016-01-16 00:04:00",0,0
"12","2016-01-16 00:05:00",0,0
"13","2016-01-16 00:06:00",0,0
"14","2016-01-16 00:07:00",0,0
"15","2016-01-16 00:08:00",0,0
"16","2016-01-16 00:09:00",0,0
"17","2016-01-16 00:10:00",0,0.02
"18","2016-01-16 00:11:00",0,0
"19","2016-01-16 00:12:00",0,0
"20","2016-01-16 00:13:00",0,0.02
"21","2016-01-16 00:14:00",0,0
"22","2016-01-16 00:15:00",0,0.02
"23","2016-01-16 00:16:00",0,0
"24","2016-01-16 00:17:00",0,0
"25","2016-01-16 00:18:00",0.254,0
"26","2016-01-16 00:19:00",0,0.02
"27","2016-01-16 00:20:00",0,0
"28","2016-01-16 00:21:00",0,0
"29","2016-01-16 00:22:00",0,0
"30","2016-01-16 00:23:00",0,0.02
"31","2016-01-16 00:24:00",0,0
"32","2016-01-16 00:25:00",0.254,0
"33","2016-01-16 00:26:00",0,0.06
"34","2016-01-16 00:27:00",0.254,0.06
"35","2016-01-16 00:28:00",0.254,0.08
"36","2016-01-16 00:29:00",0,0.08
"37","2016-01-16 00:30:00",0.254,0.14
"38","2016-01-16 00:31:00",0.508,0.22
"39","2016-01-16 00:32:00",0.254,0.2
"40","2016-01-16 00:33:00",0.254,0.18
"41","2016-01-16 00:34:00",0.254,0.14
"42","2016-01-16 00:35:00",0.254,0.14
"43","2016-01-16 00:36:00",0,0.16
"44","2016-01-16 00:37:00",0.254,0.12
"45","2016-01-16 00:38:00",0,0.1
"46","2016-01-16 00:39:00",0.254,0.12
"47","2016-01-16 00:40:00",0,0.12
