"","Date_Time","Rainfall_mm","Throughfall_mm"
"1","2016-01-05 17:31:00",0,0
"2","2016-01-05 17:32:00",0.254,0
"3","2016-01-05 17:33:00",0.254,0
"4","2016-01-05 17:34:00",0.254,0.04
"5","2016-01-05 17:35:00",0.254,0.08
"6","2016-01-05 17:36:00",0.508,0.14
"7","2016-01-05 17:37:00",0.254,0.16
"8","2016-01-05 17:38:00",0.254,0.1
"9","2016-01-05 17:39:00",0.254,0.14
"10","2016-01-05 17:40:00",0.254,0.14
"11","2016-01-05 17:41:00",0.254,0.16
"12","2016-01-05 17:42:00",0.254,0.14
"13","2016-01-05 17:43:00",0.508,0.22
"14","2016-01-05 17:44:00",0.254,0.2
"15","2016-01-05 17:45:00",0.254,0.16
"16","2016-01-05 17:46:00",0.254,0.18
"17","2016-01-05 17:47:00",0.508,0.26
"18","2016-01-05 17:48:00",0.254,0.3
"19","2016-01-05 17:49:00",0.254,0.26
"20","2016-01-05 17:50:00",0.508,0.26
"21","2016-01-05 17:51:00",0.254,0.24
"22","2016-01-05 17:52:00",0.254,0.28
"23","2016-01-05 17:53:00",0.254,0.18
"24","2016-01-05 17:54:00",0.508,0.16
"25","2016-01-05 17:55:00",0,0.22
"26","2016-01-05 17:56:00",0.254,0.16
"27","2016-01-05 17:57:00",0.254,0.2
"28","2016-01-05 17:58:00",0.254,0.2
"29","2016-01-05 17:59:00",0,0.2
"30","2016-01-05 18:00:00",0.254,0.2
"31","2016-01-05 18:01:00",0.254,0.14
"32","2016-01-05 18:02:00",0.254,0.16
"33","2016-01-05 18:03:00",0,0.12
"34","2016-01-05 18:04:00",0.254,0.08
"35","2016-01-05 18:05:00",0,0.12
"36","2016-01-05 18:06:00",0,0.1
"37","2016-01-05 18:07:00",0.254,0.12
"38","2016-01-05 18:08:00",0,0.08
"39","2016-01-05 18:09:00",0,0.04
"40","2016-01-05 18:10:00",0.254,0.1
"41","2016-01-05 18:11:00",0,0.1
"42","2016-01-05 18:12:00",0,0.06
"43","2016-01-05 18:13:00",0.254,0.08
"44","2016-01-05 18:14:00",0,0.04
"45","2016-01-05 18:15:00",0,0.06
"46","2016-01-05 18:16:00",0,0.04
"47","2016-01-05 18:17:00",0.254,0.06
"48","2016-01-05 18:18:00",0,0
"49","2016-01-05 18:19:00",0,0.02
"50","2016-01-05 18:20:00",0,0.04
"51","2016-01-05 18:21:00",0,0.04
"52","2016-01-05 18:22:00",0,0.02
"53","2016-01-05 18:23:00",0,0.04
"54","2016-01-05 18:24:00",0,0
"55","2016-01-05 18:25:00",0,0.02
"56","2016-01-05 18:26:00",0.254,0.02
"57","2016-01-05 18:27:00",0,0
"58","2016-01-05 18:28:00",0,0.04
"59","2016-01-05 18:29:00",0,0.04
"60","2016-01-05 18:30:00",0,0.02
"61","2016-01-05 18:31:00",0,0
"62","2016-01-05 18:32:00",0,0
"63","2016-01-05 18:33:00",0,0
"64","2016-01-05 18:34:00",0,0.04
"65","2016-01-05 18:35:00",0,0
"66","2016-01-05 18:36:00",0,0.02
"67","2016-01-05 18:37:00",0,0
"68","2016-01-05 18:38:00",0,0
"69","2016-01-05 18:39:00",0,0
"70","2016-01-05 18:40:00",0,0
"71","2016-01-05 18:41:00",0,0.02
"72","2016-01-05 18:42:00",0,0
"73","2016-01-05 18:43:00",0,0.02
"74","2016-01-05 18:44:00",0,0
"75","2016-01-05 18:45:00",0,0.02
"76","2016-01-05 18:46:00",0,0
"77","2016-01-05 18:47:00",0,0
"78","2016-01-05 18:48:00",0,0.04
"79","2016-01-05 18:49:00",0,0.02
"80","2016-01-05 18:50:00",0,0
"81","2016-01-05 18:51:00",0.254,0.02
"82","2016-01-05 18:52:00",0,0.02
"83","2016-01-05 18:53:00",0,0
"84","2016-01-05 18:54:00",0,0
"85","2016-01-05 18:55:00",0,0.02
"86","2016-01-05 18:56:00",0,0.02
"87","2016-01-05 18:57:00",0,0
"88","2016-01-05 18:58:00",0,0.02
"89","2016-01-05 18:59:00",0,0.02
"90","2016-01-05 19:00:00",0,0
"91","2016-01-05 19:01:00",0,0.02
"92","2016-01-05 19:02:00",0,0
"93","2016-01-05 19:03:00",0,0
"94","2016-01-05 19:04:00",0,0
"95","2016-01-05 19:05:00",0,0
"96","2016-01-05 19:06:00",0,0.02
"97","2016-01-05 19:07:00",0,0
"98","2016-01-05 19:08:00",0,0
"99","2016-01-05 19:09:00",0,0
"100","2016-01-05 19:10:00",0,0
"101","2016-01-05 19:11:00",0,0
"102","2016-01-05 19:12:00",0,0.02
"103","2016-01-05 19:13:00",0,0
"104","2016-01-05 19:14:00",0,0
"105","2016-01-05 19:15:00",0,0
