"","Date_Time","Rainfall_mm","Throughfall_mm"
"1","2015-12-06 08:52:00",0,0
"2","2015-12-06 08:53:00",0.254,0
"3","2015-12-06 08:54:00",0,0
"4","2015-12-06 08:55:00",0,0
"5","2015-12-06 08:56:00",0,0
"6","2015-12-06 08:57:00",0,0
"7","2015-12-06 08:58:00",0,0
"8","2015-12-06 08:59:00",0,0
"9","2015-12-06 09:00:00",0,0
"10","2015-12-06 09:01:00",0,0
"11","2015-12-06 09:02:00",0,0
"12","2015-12-06 09:03:00",0,0
"13","2015-12-06 09:04:00",0,0
"14","2015-12-06 09:05:00",0,0.022222222
"15","2015-12-06 09:06:00",0,0
"16","2015-12-06 09:07:00",0,0
"17","2015-12-06 09:08:00",0,0
"18","2015-12-06 09:09:00",0,0
"19","2015-12-06 09:10:00",0,0
"20","2015-12-06 09:11:00",0,0
"21","2015-12-06 09:12:00",0,0
"22","2015-12-06 09:13:00",0,0
"23","2015-12-06 09:14:00",0,0
"24","2015-12-06 09:15:00",0,0
"25","2015-12-06 09:16:00",0,0
"26","2015-12-06 09:17:00",0,0
"27","2015-12-06 09:18:00",0,0
"28","2015-12-06 09:19:00",0,0
"29","2015-12-06 09:20:00",0,0
"30","2015-12-06 09:21:00",0,0
"31","2015-12-06 09:22:00",0,0
"32","2015-12-06 09:23:00",0,0
"33","2015-12-06 09:24:00",0,0
"34","2015-12-06 09:25:00",0,0
"35","2015-12-06 09:26:00",0,0
"36","2015-12-06 09:27:00",0,0
"37","2015-12-06 09:28:00",0,0
"38","2015-12-06 09:29:00",0,0
"39","2015-12-06 09:30:00",0,0
"40","2015-12-06 09:31:00",0,0
"41","2015-12-06 09:32:00",0,0
"42","2015-12-06 09:33:00",0,0
"43","2015-12-06 09:34:00",0,0
"44","2015-12-06 09:35:00",0,0
"45","2015-12-06 09:36:00",0,0
"46","2015-12-06 09:37:00",0.254,0
"47","2015-12-06 09:38:00",0,0
"48","2015-12-06 09:39:00",0,0
"49","2015-12-06 09:40:00",0,0
"50","2015-12-06 09:41:00",0,0
"51","2015-12-06 09:42:00",0,0
"52","2015-12-06 09:43:00",0,0
"53","2015-12-06 09:44:00",0,0
"54","2015-12-06 09:45:00",0,0
"55","2015-12-06 09:46:00",0,0
"56","2015-12-06 09:47:00",0,0
"57","2015-12-06 09:48:00",0,0
"58","2015-12-06 09:49:00",0,0
"59","2015-12-06 09:50:00",0,0
"60","2015-12-06 09:51:00",0,0.022222222
"61","2015-12-06 09:52:00",0,0
"62","2015-12-06 09:53:00",0,0
"63","2015-12-06 09:54:00",0,0
"64","2015-12-06 09:55:00",0,0
"65","2015-12-06 09:56:00",0,0
"66","2015-12-06 09:57:00",0,0
"67","2015-12-06 09:58:00",0,0
"68","2015-12-06 09:59:00",0,0
"69","2015-12-06 10:00:00",0,0
"70","2015-12-06 10:01:00",0,0
"71","2015-12-06 10:02:00",0,0
"72","2015-12-06 10:03:00",0,0
"73","2015-12-06 10:04:00",0,0
"74","2015-12-06 10:05:00",0,0
"75","2015-12-06 10:06:00",0,0
"76","2015-12-06 10:07:00",0,0
"77","2015-12-06 10:08:00",0,0
"78","2015-12-06 10:09:00",0,0.022222222
"79","2015-12-06 10:10:00",0,0.022222222
"80","2015-12-06 10:11:00",0.254,0
"81","2015-12-06 10:12:00",0,0
"82","2015-12-06 10:13:00",0,0
"83","2015-12-06 10:14:00",0,0
"84","2015-12-06 10:15:00",0,0
"85","2015-12-06 10:16:00",0,0
"86","2015-12-06 10:17:00",0,0
"87","2015-12-06 10:18:00",0,0
"88","2015-12-06 10:19:00",0,0.022222222
"89","2015-12-06 10:20:00",0,0
"90","2015-12-06 10:21:00",0,0
"91","2015-12-06 10:22:00",0,0
"92","2015-12-06 10:23:00",0,0
"93","2015-12-06 10:24:00",0,0
"94","2015-12-06 10:25:00",0,0
"95","2015-12-06 10:26:00",0,0
"96","2015-12-06 10:27:00",0,0
"97","2015-12-06 10:28:00",0,0
"98","2015-12-06 10:29:00",0,0
"99","2015-12-06 10:30:00",0,0
"100","2015-12-06 10:31:00",0,0
"101","2015-12-06 10:32:00",0,0
"102","2015-12-06 10:33:00",0,0
"103","2015-12-06 10:34:00",0,0
"104","2015-12-06 10:35:00",0,0
"105","2015-12-06 10:36:00",0,0
"106","2015-12-06 10:37:00",0,0
"107","2015-12-06 10:38:00",0,0
"108","2015-12-06 10:39:00",0,0
"109","2015-12-06 10:40:00",0,0
"110","2015-12-06 10:41:00",0,0
"111","2015-12-06 10:42:00",0,0
"112","2015-12-06 10:43:00",0,0
"113","2015-12-06 10:44:00",0,0
"114","2015-12-06 10:45:00",0,0
"115","2015-12-06 10:46:00",0,0
"116","2015-12-06 10:47:00",0,0
"117","2015-12-06 10:48:00",0,0
"118","2015-12-06 10:49:00",0,0
"119","2015-12-06 10:50:00",0,0
"120","2015-12-06 10:51:00",0,0
"121","2015-12-06 10:52:00",0,0
"122","2015-12-06 10:53:00",0,0
"123","2015-12-06 10:54:00",0,0
"124","2015-12-06 10:55:00",0,0
"125","2015-12-06 10:56:00",0,0
"126","2015-12-06 10:57:00",0,0
"127","2015-12-06 10:58:00",0,0
"128","2015-12-06 10:59:00",0,0
"129","2015-12-06 11:00:00",0,0
"130","2015-12-06 11:01:00",0,0
"131","2015-12-06 11:02:00",0,0
"132","2015-12-06 11:03:00",0,0
"133","2015-12-06 11:04:00",0,0
"134","2015-12-06 11:05:00",0,0
"135","2015-12-06 11:06:00",0,0
"136","2015-12-06 11:07:00",0,0
"137","2015-12-06 11:08:00",0,0
"138","2015-12-06 11:09:00",0,0
"139","2015-12-06 11:10:00",0,0
"140","2015-12-06 11:11:00",0,0
"141","2015-12-06 11:12:00",0,0
"142","2015-12-06 11:13:00",0,0
"143","2015-12-06 11:14:00",0,0
"144","2015-12-06 11:15:00",0,0
"145","2015-12-06 11:16:00",0,0
"146","2015-12-06 11:17:00",0,0
"147","2015-12-06 11:18:00",0,0
"148","2015-12-06 11:19:00",0,0
"149","2015-12-06 11:20:00",0,0
"150","2015-12-06 11:21:00",0,0
"151","2015-12-06 11:22:00",0,0
"152","2015-12-06 11:23:00",0,0
"153","2015-12-06 11:24:00",0,0
"154","2015-12-06 11:25:00",0,0
"155","2015-12-06 11:26:00",0,0
"156","2015-12-06 11:27:00",0,0
"157","2015-12-06 11:28:00",0,0
"158","2015-12-06 11:29:00",0,0
"159","2015-12-06 11:30:00",0,0
"160","2015-12-06 11:31:00",0,0
"161","2015-12-06 11:32:00",0,0
