"","Date_Time","Rainfall_mm","Throughfall_mm"
"1","2016-01-26 20:49:00",0,0.02
"2","2016-01-26 20:50:00",0.254,0.08
"3","2016-01-26 20:51:00",0,0.04
"4","2016-01-26 20:52:00",0.254,0.06
"5","2016-01-26 20:53:00",0,0.1
"6","2016-01-26 20:54:00",0.254,0.04
"7","2016-01-26 20:55:00",0,0.04
"8","2016-01-26 20:56:00",0,0.02
"9","2016-01-26 20:57:00",0,0.02
"10","2016-01-26 20:58:00",0,0
"11","2016-01-26 20:59:00",0,0
"12","2016-01-26 21:00:00",0,0.02
"13","2016-01-26 21:01:00",0,0
"14","2016-01-26 21:02:00",0,0
"15","2016-01-26 21:03:00",0,0.02
"16","2016-01-26 21:04:00",0,0
"17","2016-01-26 21:05:00",0,0
"18","2016-01-26 21:06:00",0,0.04
"19","2016-01-26 21:07:00",0,0
"20","2016-01-26 21:08:00",0,0
"21","2016-01-26 21:09:00",0,0.02
"22","2016-01-26 21:10:00",0,0
"23","2016-01-26 21:11:00",0,0
"24","2016-01-26 21:12:00",0,0
"25","2016-01-26 21:13:00",0,0
"26","2016-01-26 21:14:00",0,0
"27","2016-01-26 21:15:00",0,0
"28","2016-01-26 21:16:00",0,0
"29","2016-01-26 21:17:00",0,0
"30","2016-01-26 21:18:00",0,0
"31","2016-01-26 21:19:00",0,0
"32","2016-01-26 21:20:00",0,0.02
"33","2016-01-26 21:21:00",0,0
"34","2016-01-26 21:22:00",0,0
"35","2016-01-26 21:23:00",0,0
"36","2016-01-26 21:24:00",0,0
"37","2016-01-26 21:25:00",0,0
"38","2016-01-26 21:26:00",0,0
"39","2016-01-26 21:27:00",0,0
"40","2016-01-26 21:28:00",0,0
"41","2016-01-26 21:29:00",0.254,0
"42","2016-01-26 21:30:00",0,0
"43","2016-01-26 21:31:00",0,0
"44","2016-01-26 21:32:00",0,0
"45","2016-01-26 21:33:00",0,0
"46","2016-01-26 21:34:00",0,0
"47","2016-01-26 21:35:00",0,0
"48","2016-01-26 21:36:00",0,0.02
"49","2016-01-26 21:37:00",0,0
"50","2016-01-26 21:38:00",0,0
"51","2016-01-26 21:39:00",0,0
"52","2016-01-26 21:40:00",0,0
"53","2016-01-26 21:41:00",0,0
"54","2016-01-26 21:42:00",0,0
"55","2016-01-26 21:43:00",0,0
"56","2016-01-26 21:44:00",0,0
"57","2016-01-26 21:45:00",0,0
"58","2016-01-26 21:46:00",0,0
"59","2016-01-26 21:47:00",0,0
"60","2016-01-26 21:48:00",0,0.02
"61","2016-01-26 21:49:00",0,0
"62","2016-01-26 21:50:00",0,0
"63","2016-01-26 21:51:00",0,0
"64","2016-01-26 21:52:00",0,0
"65","2016-01-26 21:53:00",0,0
"66","2016-01-26 21:54:00",0,0
"67","2016-01-26 21:55:00",0,0
"68","2016-01-26 21:56:00",0,0
"69","2016-01-26 21:57:00",0,0
"70","2016-01-26 21:58:00",0,0
"71","2016-01-26 21:59:00",0,0
"72","2016-01-26 22:00:00",0,0
"73","2016-01-26 22:01:00",0,0
"74","2016-01-26 22:02:00",0,0
"75","2016-01-26 22:03:00",0,0
"76","2016-01-26 22:04:00",0,0
"77","2016-01-26 22:05:00",0,0
"78","2016-01-26 22:06:00",0,0
"79","2016-01-26 22:07:00",0,0
"80","2016-01-26 22:08:00",0,0
"81","2016-01-26 22:09:00",0,0
"82","2016-01-26 22:10:00",0,0
"83","2016-01-26 22:11:00",0,0.02
"84","2016-01-26 22:12:00",0,0
"85","2016-01-26 22:13:00",0,0
"86","2016-01-26 22:14:00",0,0
"87","2016-01-26 22:15:00",0,0
"88","2016-01-26 22:16:00",0,0
"89","2016-01-26 22:17:00",0,0
"90","2016-01-26 22:18:00",0,0
"91","2016-01-26 22:19:00",0,0
"92","2016-01-26 22:20:00",0,0
"93","2016-01-26 22:21:00",0,0.02
"94","2016-01-26 22:22:00",0,0
"95","2016-01-26 22:23:00",0,0
"96","2016-01-26 22:24:00",0,0.02
"97","2016-01-26 22:25:00",0.508,0.16
"98","2016-01-26 22:26:00",0.762,0.34
"99","2016-01-26 22:27:00",0.762,0.36
"100","2016-01-26 22:28:00",0.508,0.26
"101","2016-01-26 22:29:00",0.254,0.18
"102","2016-01-26 22:30:00",0.254,0.16
"103","2016-01-26 22:31:00",0.254,0.2
"104","2016-01-26 22:32:00",0.254,0.12
"105","2016-01-26 22:33:00",0,0.14
"106","2016-01-26 22:34:00",0.254,0.18
"107","2016-01-26 22:35:00",0.254,0.26
"108","2016-01-26 22:36:00",0.254,0.18
"109","2016-01-26 22:37:00",0.254,0.18
"110","2016-01-26 22:38:00",0.254,0.18
"111","2016-01-26 22:39:00",0,0.08
"112","2016-01-26 22:40:00",0.254,0.12
"113","2016-01-26 22:41:00",0,0.1
"114","2016-01-26 22:42:00",0,0.06
"115","2016-01-26 22:43:00",0.254,0.1
