"","Date_Time","Rainfall_mm","Throughfall_mm"
"1","2015-11-27 14:16:00",0,0.12
"2","2015-11-27 14:17:00",0.254,1.12
"3","2015-11-27 14:18:00",1.778,1.9
"4","2015-11-27 14:19:00",2.286,1.4
"5","2015-11-27 14:20:00",1.778,1.06
"6","2015-11-27 14:21:00",1.016,0.78
"7","2015-11-27 14:22:00",0.762,0.54
"8","2015-11-27 14:23:00",0.508,0.88
"9","2015-11-27 14:24:00",1.016,0.92
"10","2015-11-27 14:25:00",0.762,0.8
"11","2015-11-27 14:26:00",0.762,0.72
"12","2015-11-27 14:27:00",0.762,0.82
"13","2015-11-27 14:28:00",1.016,0.66
"14","2015-11-27 14:29:00",0.762,0.68
"15","2015-11-27 14:30:00",0.762,0.8
"16","2015-11-27 14:31:00",0.762,0.54
"17","2015-11-27 14:32:00",0.508,0.42
"18","2015-11-27 14:33:00",0.762,0.6
"19","2015-11-27 14:34:00",0.762,0.4
"20","2015-11-27 14:35:00",0.762,0.5
"21","2015-11-27 14:36:00",0.508,0.56
"22","2015-11-27 14:37:00",0.762,0.64
"23","2015-11-27 14:38:00",1.27,0.98
"24","2015-11-27 14:39:00",1.27,1.82
"25","2015-11-27 14:40:00",2.032,1.2
"26","2015-11-27 14:41:00",0.762,2.1
"27","2015-11-27 14:42:00",1.778,2.34
"28","2015-11-27 14:43:00",2.54,2.26
"29","2015-11-27 14:44:00",1.524,1.18
"30","2015-11-27 14:45:00",1.016,0.56
"31","2015-11-27 14:46:00",0.254,0.5
"32","2015-11-27 14:47:00",0.508,0.72
"33","2015-11-27 14:48:00",0.254,1.08
"34","2015-11-27 14:49:00",1.016,0.88
"35","2015-11-27 14:50:00",1.016,0.68
"36","2015-11-27 14:51:00",1.016,0.5
"37","2015-11-27 14:52:00",0.508,0.52
"38","2015-11-27 14:53:00",0.762,0.54
"39","2015-11-27 14:54:00",0.508,0.34
"40","2015-11-27 14:55:00",0.508,0.34
"41","2015-11-27 14:56:00",0.508,0.38
"42","2015-11-27 14:57:00",0.508,0.34
"43","2015-11-27 14:58:00",0.254,0.28
"44","2015-11-27 14:59:00",0.254,0.22
"45","2015-11-27 15:00:00",0.254,0.18
"46","2015-11-27 15:01:00",0.254,0.18
"47","2015-11-27 15:02:00",0.254,0.2
"48","2015-11-27 15:03:00",0.254,0.24
"49","2015-11-27 15:04:00",0.254,0.2
"50","2015-11-27 15:05:00",0.254,0.16
"51","2015-11-27 15:06:00",0.254,0.22
"52","2015-11-27 15:07:00",0,0.14
"53","2015-11-27 15:08:00",0.254,0.18
"54","2015-11-27 15:09:00",0.254,0.18
"55","2015-11-27 15:10:00",0,0.08
"56","2015-11-27 15:11:00",0.254,0.16
"57","2015-11-27 15:12:00",0,0.08
"58","2015-11-27 15:13:00",0.254,0.08
"59","2015-11-27 15:14:00",0,0.14
"60","2015-11-27 15:15:00",0.254,0.04
"61","2015-11-27 15:16:00",0,0.1
"62","2015-11-27 15:17:00",0,0.06
"63","2015-11-27 15:18:00",0,0.06
"64","2015-11-27 15:19:00",0.254,0.1
"65","2015-11-27 15:20:00",0,0.06
"66","2015-11-27 15:21:00",0,0.02
"67","2015-11-27 15:22:00",0,0.04
"68","2015-11-27 15:23:00",0,0.04
"69","2015-11-27 15:24:00",0.254,0.04
"70","2015-11-27 15:25:00",0,0.06
"71","2015-11-27 15:26:00",0,0.02
"72","2015-11-27 15:27:00",0,0.02
"73","2015-11-27 15:28:00",0,0.04
"74","2015-11-27 15:29:00",0,0.02
"75","2015-11-27 15:30:00",0,0
"76","2015-11-27 15:31:00",0,0
"77","2015-11-27 15:32:00",0.254,0.06
"78","2015-11-27 15:33:00",0,0.1
"79","2015-11-27 15:34:00",0,0.02
"80","2015-11-27 15:35:00",0,0.02
"81","2015-11-27 15:36:00",0,0
"82","2015-11-27 15:37:00",0,0
"83","2015-11-27 15:38:00",0,0
"84","2015-11-27 15:39:00",0,0.02
"85","2015-11-27 15:40:00",0,0
"86","2015-11-27 15:41:00",0,0.02
"87","2015-11-27 15:42:00",0,0
"88","2015-11-27 15:43:00",0,0.02
"89","2015-11-27 15:44:00",0,0
"90","2015-11-27 15:45:00",0,0.02
"91","2015-11-27 15:46:00",0,0.02
"92","2015-11-27 15:47:00",0,0
"93","2015-11-27 15:48:00",0,0
"94","2015-11-27 15:49:00",0,0
"95","2015-11-27 15:50:00",0,0
"96","2015-11-27 15:51:00",0,0
"97","2015-11-27 15:52:00",0,0
"98","2015-11-27 15:53:00",0,0
"99","2015-11-27 15:54:00",0,0.02
"100","2015-11-27 15:55:00",0,0
"101","2015-11-27 15:56:00",0,0.02
"102","2015-11-27 15:57:00",0,0
"103","2015-11-27 15:58:00",0,0
"104","2015-11-27 15:59:00",0,0
"105","2015-11-27 16:00:00",0.254,0.02
"106","2015-11-27 16:01:00",0,0.02
"107","2015-11-27 16:02:00",0,0.02
"108","2015-11-27 16:03:00",0,0
"109","2015-11-27 16:04:00",0,0
"110","2015-11-27 16:05:00",0,0
"111","2015-11-27 16:06:00",0,0.02
"112","2015-11-27 16:07:00",0,0.02
"113","2015-11-27 16:08:00",0,0
"114","2015-11-27 16:09:00",0,0
"115","2015-11-27 16:10:00",0,0
"116","2015-11-27 16:11:00",0,0
"117","2015-11-27 16:12:00",0,0.02
"118","2015-11-27 16:13:00",0,0
"119","2015-11-27 16:14:00",0,0.04
"120","2015-11-27 16:15:00",0,0
"121","2015-11-27 16:16:00",0,0
"122","2015-11-27 16:17:00",0,0.02
"123","2015-11-27 16:18:00",0,0
"124","2015-11-27 16:19:00",0,0
"125","2015-11-27 16:20:00",0.254,0.02
"126","2015-11-27 16:21:00",0,0
"127","2015-11-27 16:22:00",0,0.02
"128","2015-11-27 16:23:00",0,0
"129","2015-11-27 16:24:00",0,0
"130","2015-11-27 16:25:00",0,0
"131","2015-11-27 16:26:00",0,0
"132","2015-11-27 16:27:00",0,0
"133","2015-11-27 16:28:00",0,0
"134","2015-11-27 16:29:00",0,0
"135","2015-11-27 16:30:00",0,0.06
"136","2015-11-27 16:31:00",0,0.02
"137","2015-11-27 16:32:00",0,0.02
"138","2015-11-27 16:33:00",0,0
"139","2015-11-27 16:34:00",0,0
"140","2015-11-27 16:35:00",0,0.02
"141","2015-11-27 16:36:00",0,0
"142","2015-11-27 16:37:00",0,0
"143","2015-11-27 16:38:00",0,0.02
"144","2015-11-27 16:39:00",0.254,0.02
