"","Date_Time","Rainfall_mm","Throughfall_mm"
"1","2016-01-02 13:13:00",0,0
"2","2016-01-02 13:14:00",0.254,0
"3","2016-01-02 13:15:00",1.27,0.072727273
"4","2016-01-02 13:16:00",1.016,0.272727273
"5","2016-01-02 13:17:00",1.524,0.490909091
"6","2016-01-02 13:18:00",0.762,0.345454545
"7","2016-01-02 13:19:00",0.762,0.327272727
"8","2016-01-02 13:20:00",0.254,0.2
"9","2016-01-02 13:21:00",1.016,0.709090909
"10","2016-01-02 13:22:00",0.508,0.636363636
"11","2016-01-02 13:23:00",0,0.563636364
"12","2016-01-02 13:24:00",1.016,0.545454545
"13","2016-01-02 13:25:00",0.762,0.872727273
"14","2016-01-02 13:26:00",1.27,0.781818182
"15","2016-01-02 13:27:00",0.508,0.454545455
"16","2016-01-02 13:28:00",0.254,0.145454545
"17","2016-01-02 13:29:00",0,0.090909091
"18","2016-01-02 13:30:00",0,0.036363636
"19","2016-01-02 13:31:00",0,0.036363636
"20","2016-01-02 13:32:00",0,0.072727273
"21","2016-01-02 13:33:00",0,0.036363636
"22","2016-01-02 13:34:00",0,0
"23","2016-01-02 13:35:00",0,0.072727273
"24","2016-01-02 13:36:00",0,0
"25","2016-01-02 13:37:00",0.254,0.018181818
"26","2016-01-02 13:38:00",0,0.054545455
"27","2016-01-02 13:39:00",0,0.072727273
"28","2016-01-02 13:40:00",0,0.018181818
"29","2016-01-02 13:41:00",0,0.036363636
"30","2016-01-02 13:42:00",0,0
"31","2016-01-02 13:43:00",0,0.018181818
"32","2016-01-02 13:44:00",0,0
"33","2016-01-02 13:45:00",0,0
"34","2016-01-02 13:46:00",0.254,0.018181818
"35","2016-01-02 13:47:00",0,0.054545455
"36","2016-01-02 13:48:00",0,0.036363636
"37","2016-01-02 13:49:00",0,0.018181818
"38","2016-01-02 13:50:00",0,0.018181818
"39","2016-01-02 13:51:00",0,0
"40","2016-01-02 13:52:00",0,0.018181818
"41","2016-01-02 13:53:00",0,0.018181818
"42","2016-01-02 13:54:00",0,0.018181818
"43","2016-01-02 13:55:00",0,0.018181818
"44","2016-01-02 13:56:00",0,0
"45","2016-01-02 13:57:00",0,0.054545455
"46","2016-01-02 13:58:00",0.254,0.018181818
"47","2016-01-02 13:59:00",0,0.036363636
"48","2016-01-02 14:00:00",0,0.018181818
"49","2016-01-02 14:01:00",0,0.018181818
"50","2016-01-02 14:02:00",0,0
"51","2016-01-02 14:03:00",0,0.018181818
"52","2016-01-02 14:04:00",0,0.018181818
"53","2016-01-02 14:05:00",0,0
"54","2016-01-02 14:06:00",0,0.018181818
"55","2016-01-02 14:07:00",0,0.018181818
"56","2016-01-02 14:08:00",0,0.018181818
"57","2016-01-02 14:09:00",0,0
"58","2016-01-02 14:10:00",0,0
"59","2016-01-02 14:11:00",0,0
"60","2016-01-02 14:12:00",0,0.018181818
"61","2016-01-02 14:13:00",0,0
"62","2016-01-02 14:14:00",0,0
"63","2016-01-02 14:15:00",0,0.018181818
"64","2016-01-02 14:16:00",0,0
"65","2016-01-02 14:17:00",0,0
"66","2016-01-02 14:18:00",0,0
"67","2016-01-02 14:19:00",0,0
"68","2016-01-02 14:20:00",0,0.018181818
"69","2016-01-02 14:21:00",0,0.018181818
"70","2016-01-02 14:22:00",0,0
"71","2016-01-02 14:23:00",0,0
"72","2016-01-02 14:24:00",0,0
"73","2016-01-02 14:25:00",0,0
"74","2016-01-02 14:26:00",0,0
"75","2016-01-02 14:27:00",0,0
"76","2016-01-02 14:28:00",0,0
"77","2016-01-02 14:29:00",0,0
"78","2016-01-02 14:30:00",0,0
"79","2016-01-02 14:31:00",0,0
"80","2016-01-02 14:32:00",0,0
"81","2016-01-02 14:33:00",0,0
"82","2016-01-02 14:34:00",0,0
"83","2016-01-02 14:35:00",0,0
"84","2016-01-02 14:36:00",0,0.018181818
"85","2016-01-02 14:37:00",0,0.018181818
"86","2016-01-02 14:38:00",0,0
"87","2016-01-02 14:39:00",0,0
"88","2016-01-02 14:40:00",0,0
"89","2016-01-02 14:41:00",0,0
"90","2016-01-02 14:42:00",0,0
"91","2016-01-02 14:43:00",0,0
"92","2016-01-02 14:44:00",0,0
"93","2016-01-02 14:45:00",0,0
"94","2016-01-02 14:46:00",0,0
"95","2016-01-02 14:47:00",0,0
"96","2016-01-02 14:48:00",0,0
"97","2016-01-02 14:49:00",0,0
"98","2016-01-02 14:50:00",0,0
"99","2016-01-02 14:51:00",0,0
"100","2016-01-02 14:52:00",0,0
"101","2016-01-02 14:53:00",0,0.018181818
"102","2016-01-02 14:54:00",0,0
"103","2016-01-02 14:55:00",0,0
"104","2016-01-02 14:56:00",0,0
"105","2016-01-02 14:57:00",0,0
"106","2016-01-02 14:58:00",0,0
"107","2016-01-02 14:59:00",0,0
"108","2016-01-02 15:00:00",0,0
